"  1940,   30,    ""M"",    5040048 "
"  1940,   30,    ""F"",    5171522 "
"  1940,   35,    ""M"",    4724804 "
"  1940,   35,    ""F"",    4791809 "
"  1940,   40,    ""M"",    4437392 "
"  1940,   40,    ""F"",    4394061 "
"  1940,   45,    ""M"",    4190187 "
"  1940,   45,    ""F"",    4050290 "
"  1940,   50,    ""M"",    3785735 "
"  1940,   50,    ""F"",    3488396 "
"  1940,   55,    ""M"",    2972069 "
"  1940,   55,    ""F"",    2810000 "
"  1940,   60,    ""M"",    2370232 "
"  1940,   60,    ""F"",    2317790 "
"  1940,   65,    ""M"",    1897678 "
"  1940,   65,    ""F"",    1911117 "
"  1940,   70,    ""M"",    1280023 "
"  1940,   70,    ""F"",    1287711 "
"  1940,   75,    ""M"",    713875 "
"  1940,   75,    ""F"",    764915 "
"  1940,   80,    ""M"",    359418 "
"  1940,   80,    ""F"",    414761 "
"  1940,   85,    ""M"",    127303 "
"  1940,   85,    ""F"",    152131 "
"  1940,   90,    ""M"",    42263 "
"  1940,   90,    ""F"",    58119 "
"  1950,   0,    ""M"",    8211806 "
"  1950,   0,    ""F"",    7862267 "
"  1950,   5,    ""M"",    6706601 "
"  1950,   5,    ""F"",    6450863 "
"  1950,   10,    ""M"",    5629744 "
"  1950,   10,    ""F"",    5430835 "
"  1950,   15,    ""M"",    5264129 "
"  1950,   15,    ""F"",    5288742 "
"  1950,   20,    ""M"",    5573308 "
"  1950,   20,    ""F"",    5854227 "
"  1950,   25,    ""M"",    6007254 "
"  1950,   25,    ""F"",    6317332 "
"  1950,   30,    ""M"",    5676022 "
"  1950,   30,    ""F"",    5895178 "
"  1950,   35,    ""M"",    5511364 "
"  1950,   35,    ""F"",    5696261 "
"  1950,   40,    ""M"",    5076985 "
"  1950,   40,    ""F"",    5199224 "
"  1950,   45,    ""M"",    4533177 "
"  1950,   45,    ""F"",    4595842 "
"  1950,   50,    ""M"",    4199164 "
"  1950,   50,    ""F"",    4147295 "
"  1950,   55,    ""M"",    3667351 "
"  1950,   55,    ""F"",    3595158 "
"  1950,   60,    ""M"",    3035038 "
"  1950,   60,    ""F"",    3009768 "
"  1950,   65,    ""M"",    2421234 "
"  1950,   65,    ""F"",    2548250 "
"  1950,   70,    ""M"",    1627920 "
"  1950,   70,    ""F"",    1786831 "
"  1950,   75,    ""M"",    1006530 "
"  1950,   75,    ""F"",    1148469 "
"  1950,   80,    ""M"",    511727 "
"  1950,   80,    ""F"",    637717 "
"  1950,   85,    ""M"",    182821 "
"  1950,   85,    ""F"",    242798 "
"  1950,   90,    ""M"",    54836 "
"  1950,   90,    ""F"",    90766 "
"  1960,   0,    ""M"",    10374975 "
"  1960,   0,    ""F"",    10146999 "
"  1960,   5,    ""M"",    9495503 "
"  1960,   5,    ""F"",    9250741 "
"  1960,   10,    ""M"",    8563700 "
"  1960,   10,    ""F"",    8310764 "
"  1960,   15,    ""M"",    6620902 "
"  1960,   15,    ""F"",    6617493 "
"  1960,   20,    ""M"",    5268384 "
"  1960,   20,    ""F"",    5513495 "
"  1960,   25,    ""M"",    5311805 "
"  1960,   25,    ""F"",    5548259 "
"  1960,   30,    ""M"",    5801342 "
"  1960,   30,    ""F"",    6090862 "
"  1960,   35,    ""M"",    6063063 "
"  1960,   35,    ""F"",    6431337 "
"  1960,   40,    ""M"",    5657943 "
"  1960,   40,    ""F"",    5940520 "
"  1960,   45,    ""M"",    5345658 "
"  1960,   45,    ""F"",    5516028 "
"  1960,   50,    ""M"",    4763364 "
"  1960,   50,    ""F"",    4928844 "
"  1960,   55,    ""M"",    4170581 "
"  1960,   55,    ""F"",    4402878 "
"  1960,   60,    ""M"",    3405293 "
"  1960,   60,    ""F"",    3723839 "
"  1960,   65,    ""M"",    2859371 "
"  1960,   65,    ""F"",    3268699 "
"  1960,   70,    ""M"",    2115763 "
"  1960,   70,    ""F"",    2516479 "
"  1960,   75,    ""M"",    1308913 "
"  1960,   75,    ""F"",    1641371 "
"  1960,   80,    ""M"",    619923 "
"  1960,   80,    ""F"",    856952 "
"  1960,   85,    ""M"",    253245 "
"  1960,   85,    ""F"",    384572 "
"  1960,   90,    ""M"",    75908 "
"  1960,   90,    ""F"",    135774 "
"  1970,   0,    ""M"",    8685121 "
"  1970,   0,    ""F"",    8326887 "
"  1970,   5,    ""M"",    10411131 "
"  1970,   5,    ""F"",    10003293 "
"  1970,   10,    ""M"",    10756403 "
"  1970,   10,    ""F"",    10343538 "
"  1970,   15,    ""M"",    9605399 "
"  1970,   15,    ""F"",    9414284 "
"  1970,   20,    ""M"",    7729202 "
"  1970,   20,    ""F"",    8341830 "
"  1970,   25,    ""M"",    6539301 "
"  1970,   25,    ""F"",    6903041 "
"  1970,   30,    ""M"",    5519879 "
"  1970,   30,    ""F"",    5851441 "
"  1970,   35,    ""M"",    5396732 "
"  1970,   35,    ""F"",    5708021 "
"  1970,   40,    ""M"",    5718538 "
"  1970,   40,    ""F"",    6129319 "
"  1970,   45,    ""M"",    5794120 "
"  1970,   45,    ""F"",    6198742 "
"  1970,   50,    ""M"",    5298312 "
"  1970,   50,    ""F"",    5783817 "
"  1970,   55,    ""M"",    4762911 "
"  1970,   55,    ""F"",    5222164 "
"  1970,   60,    ""M"",    4037643 "
"  1970,   60,    ""F"",    4577251 "
"  1970,   65,    ""M"",    3142606 "
"  1970,   65,    ""F"",    3894827 "
"  1970,   70,    ""M"",    2340826 "
"  1970,   70,    ""F"",    3138009 "
"  1970,   75,    ""M"",    1599269 "
"  1970,   75,    ""F"",    2293376 "
"  1970,   80,    ""M"",    886155 "
"  1970,   80,    ""F"",    1417553 "
"  1970,   85,    ""M"",    371123 "
"  1970,   85,    ""F"",    658511 "
"  1970,   90,    ""M"",    186502 "
"  1970,   90,    ""F"",    314929 "
"  1980,   0,    ""M"",    8439366 "
"  1980,   0,    ""F"",    8081854 "
"  1980,   5,    ""M"",    8680730 "
"  1980,   5,    ""F"",    8275881 "
"  1980,   10,    ""M"",    9452338 "
"  1980,   10,    ""F"",    9048483 "
"  1980,   15,    ""M"",    10698856 "
"  1980,   15,    ""F"",    10410271 "
"  1980,   20,    ""M"",    10486776 "
"  1980,   20,    ""F"",    10614947 "
"  1980,   25,    ""M"",    9624053 "
"  1980,   25,    ""F"",    9827903 "
"  1980,   30,    ""M"",    8705835 "
"  1980,   30,    ""F"",    8955225 "
"  1980,   35,    ""M"",    6852069 "
"  1980,   35,    ""F"",    7134239 "
"  1980,   40,    ""M"",    5692148 "
"  1980,   40,    ""F"",    5953910 "
"  1980,   45,    ""M"",    5342469 "
"  1980,   45,    ""F"",    5697543 "
"  1980,   50,    ""M"",    5603709 "
"  1980,   50,    ""F"",    6110117 "
"  1980,   55,    ""M"",    5485098 "
"  1980,   55,    ""F"",    6160229 "
"  1980,   60,    ""M"",    4696140 "
"  1980,   60,    ""F"",    5456885 "
"  1980,   65,    ""M"",    3893510 "
"  1980,   65,    ""F"",    4896947 "
"  1980,   70,    ""M"",    2857774 "
"  1980,   70,    ""F"",    3963441 "
"  1980,   75,    ""M"",    1840438 "
"  1980,   75,    ""F"",    2951759 "
"  1980,   80,    ""M"",    1012886 "
"  1980,   80,    ""F"",    1919292 "
"  1980,   85,    ""M"",    472338 "
"  1980,   85,    ""F"",    1023115 "
"  1980,   90,    ""M"",    204148 "
"  1980,   90,    ""F"",    499046 "
"  1990,   0,    ""M"",    9307465 "
